Sample,MH0002,MH0003,MH0006,MH0009,MH0011,MH0012,MH0014,MH0016,MH0020,MH0021,MH0024,MH0025,MH0026,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,O2_UC_1,O2_UC_11,O2_UC_12,O2_UC_13,O2_UC_14,O2_UC_16,O2_UC_17,O2_UC_18,O2_UC_19,O2_UC_20,O2_UC_21,O2_UC_22,O2_UC_23,O2_UC_24,O2_UC_4,V1_CD_1,V1_CD_11,V1_CD_12,V1_CD_13,V1_CD_14,V1_CD_15,V1_CD_2,V1_CD_3,V1_CD_4,V1_CD_6,V1_CD_8,V1_CD_9,V1_UC_10,V1_UC_13,V1_UC_14,V1_UC_15,V1_UC_17,V1_UC_18,V1_UC_19,V1_UC_21,V1_UC_6,V1_UC_7,V1_UC_8,V1_UC_9
MH0002,1.0,0.8823734461055313,0.926787462687585,0.8969793366987862,0.9266368635704303,0.8931302381175157,0.9193885263208171,0.9191911629660671,0.9225173833374429,0.9198638188701097,0.9106704323628689,0.9117285269428035,0.923286267607034,0.925705478779892,0.8888226282875065,0.9033179402766898,0.9132221286698439,0.9007772795503503,0.9053220246324163,0.9161074447438244,0.9132470170513761,0.9169356553824992,0.9157651043003536,0.9206928742626255,0.909358736807977,0.9224368621712091,0.9114412837748496,0.9177756381934281,0.9211472334469116,0.9151094816451664,0.9074794273281213,0.9161600909089643,0.9245929608640704,0.9150439990170134,0.9188823320218975,0.9094819073669029,0.9005826672587308,0.8937564246684797,0.9077858669321638,0.9028688329152438,0.909123597793733,0.9253616591921825,0.926625177845909,0.9124980227219639,0.9172867756628943,0.9015911518369616,0.9044029259385971,0.9082101200363905,0.9156535311024503,0.9023607755132868,0.926519033989135,0.9264399306787051,0.9189962288151546,0.9271195751773277,0.9029444991350501,0.9230018470119244,0.9101025648138599,0.8732218451690624,0.9128032383275408,0.9171832832454028,0.9213640016644188,0.9128419448326015,0.8986144881994566,0.9134272490809664,0.9178287815915241,0.9243431795690297,0.9182294526499053,0.9276479104179258,0.9074787782843815,0.9298444802005165,0.8948648495970851,0.908090743389776,0.8722623971146544,0.9050176540084603,0.8908261997594396,0.909606209511393,0.9053181461899272,0.8999119916181496,0.8881765445789016,0.9100189797720792,0.9198688606230787,0.9128388982446065,0.9186744684780302,0.8941666409273002,0.8886781719318604,0.905082468371122,0.9050557673948021,0.8388854224941494,0.867922459175066,0.9016876415536266,0.9114528412609075,0.8939835664605116,0.8970326503685526,0.8992950813622239,0.921914784829265,0.9152087086104436,0.9108846695294184,0.9083073071908152,0.9037678422920097,0.8797095195310395,0.8956675384028483,0.9079224740429427,0.8839334349286364,0.8873031934053858,0.9142941771430313,0.8776333959466046,0.8996081828755891,0.9198206558245661,0.8966570019783083,0.9067053398106522
MH0003,0.8823734461055313,1.0,0.8782407651516305,0.8675517178331675,0.8899560618908108,0.8708232978828315,0.89009552969897,0.890387003120627,0.8917276258984057,0.8934514677312687,0.8899220959455381,0.8736904363672711,0.8941509860667495,0.8787491647615572,0.8695953549861677,0.8714857744051945,0.8827715753253172,0.8922998853773411,0.8735942170696609,0.8947395721383465,0.8762592102124517,0.904128971406387,0.8943869244313722,0.8823541682955147,0.9012555435262622,0.8940823844135539,0.8733670084013718,0.8949739050853871,0.8896722041505898,0.887422327686892,0.8630176444007576,0.8735796323561485,0.8931255430563377,0.8928853672825698,0.8754530837103353,0.8963641109079243,0.8791007390993693,0.8729737609249009,0.8915455684001904,0.8698879948070857,0.8630171606212962,0.8863243437793914,0.8826881449025169,0.8858465447608551,0.88822583445338,0.8875963195556543,0.8623536917161656,0.8776999765129924,0.8900563307467226,0.8692094411540573,0.8943012919177051,0.8979297043322136,0.8959847050290427,0.8805298899667428,0.8791259758494919,0.8901641734810272,0.8905265053543172,0.8690479010382027,0.8904491825746755,0.8935428172125356,0.901128315521645,0.8827487109873209,0.8785784328744368,0.8815188880695299,0.8869053658947104,0.8845395370944467,0.8818653619876157,0.8940799052159049,0.864491578829799,0.8948545884050432,0.8951222457503556,0.8785559487421092,0.8700372195218204,0.8638786711660628,0.8701734716692336,0.8716340747981188,0.8701108983798812,0.8797248063089037,0.8678754171180058,0.8753926458467622,0.8966245315443984,0.9064813888373924,0.8907520602455894,0.850466025824348,0.8631621706943986,0.8965322634623476,0.8617508219858825,0.8556696530129154,0.8629925328176485,0.8867166903774053,0.8909486436414967,0.8646114207376061,0.862401054436068,0.8818653926523898,0.8861335516201988,0.8654676275540214,0.8767701285814777,0.8609259263450071,0.8927128239825332,0.8489246548874803,0.8705263004278033,0.8703947670768436,0.8237016401816943,0.8721399720910319,0.8765405412106912,0.8862273238074273,0.8778402196537584,0.8653744251275209,0.8741520868195994,0.8592392048387306
MH0006,0.926787462687585,0.8782407651516305,1.0,0.9271692491673857,0.9256276128100726,0.8971628782685114,0.9304132703154535,0.9129616745719992,0.9123123607205444,0.9203216318376625,0.9196238773441362,0.9164121178952988,0.9215011468809978,0.9062524897865196,0.9289175653721061,0.9314066374995058,0.9304460347113919,0.916472048362825,0.9358828449649115,0.9210832739702524,0.9193862051660701,0.9144255954875864,0.9306759924718475,0.9302459299896739,0.9176265489574683,0.9301586887029311,0.9216247859213353,0.9190431917531898,0.9379609153291338,0.9211714101994805,0.931511656858264,0.9200170865277408,0.9352363175943857,0.9265673513946842,0.9368805853725517,0.9207265641787102,0.9244173269645888,0.9307223112149134,0.9168801524805036,0.9281369200646001,0.9037009757303026,0.919773788266863,0.9233327132309437,0.9267371717734012,0.9284959123645817,0.9050938359575335,0.8805670429287666,0.9404995222879122,0.9278810770823008,0.9112554833587777,0.9247992230556307,0.9299329638037427,0.9108438823088154,0.9299460561406254,0.9307364699649091,0.9114621976262357,0.9174635998240149,0.9073698239796638,0.8926305759346006,0.9228436773686682,0.9195486166348058,0.9344081373386449,0.9369671982007829,0.9270290532626955,0.9147119014715628,0.9350189311279229,0.9380970525582617,0.9311925078385149,0.9202056685028105,0.9303365960676199,0.8961326233957474,0.9221714408525256,0.8791422957436195,0.9096930356579864,0.9213617024638613,0.9153195189094154,0.9362815047849158,0.924542104171712,0.8844737785880005,0.9180477895803694,0.9193674931228278,0.9152968390135215,0.9088324946086359,0.8874462955782686,0.9167555515626062,0.8962460058931095,0.8872867040279284,0.8316601376821432,0.86184003432262,0.9112526880832394,0.9093110784591338,0.8852844084699084,0.9264774342734077,0.9111934416444629,0.908532553434862,0.9058701278377723,0.9046413255170928,0.888388868947729,0.9121913354819422,0.8644807619381859,0.9260892801641956,0.8993627294224249,0.8719325641916754,0.876396352958429,0.9097311181283547,0.8932854627730396,0.8956320260662252,0.9203307872220623,0.886442764873331,0.9037847260136568
MH0009,0.8969793366987862,0.8675517178331675,0.9271692491673857,1.0,0.9118004480827429,0.894194157318259,0.91956219924236,0.8939363841216005,0.8873393258621546,0.9030684814252076,0.8995011722881154,0.9061735315658845,0.8952973216042124,0.8924699130086345,0.9148028493736658,0.9337615718799549,0.9240752355278266,0.9028047407514252,0.9144096034934385,0.9045082052760473,0.9098869455306889,0.9063140618525525,0.9094423527158206,0.9132630375962985,0.9003918209852358,0.907210392354271,0.9102164580826374,0.8991908520375261,0.9235931479683865,0.9078890988746984,0.9069803583297907,0.8942369129994925,0.9184831153470059,0.9003114905990545,0.9161462466733064,0.9135222562847685,0.9136258247302413,0.9160421839879493,0.902887291582074,0.9055749125071392,0.9030614103638456,0.8958819913634731,0.902553344422284,0.9182104376873277,0.9188193681763961,0.8877671776882617,0.8549249344955508,0.9293766766176578,0.9047805210219689,0.9102154598042584,0.9113951241729183,0.9020934932504686,0.8900657482768433,0.9138672983896095,0.9059123757736293,0.8975962463630768,0.8933199875931205,0.8908062178207508,0.8719002711455157,0.9129503665586306,0.9035041393095349,0.9233891265416216,0.9141495413267796,0.9198626204132967,0.8941775630179791,0.9133507304510403,0.9253726638736164,0.9117762350757012,0.9108830514513974,0.9139753303158836,0.8880764078542671,0.9171025369612295,0.8758112554378108,0.9049164605679594,0.9187622759047699,0.9090967379401882,0.920180532338041,0.9084792326643072,0.8584215962785455,0.8973974639344091,0.9070927846527304,0.9074850920184641,0.8911475080018818,0.8825913715323701,0.9146885127912154,0.8875337033266575,0.8679395871363448,0.8232774791066881,0.8457216044455932,0.9130136994153291,0.8936145506096411,0.8660179094740263,0.9204616390601225,0.8902601870544804,0.886322985277133,0.8768562963340824,0.9009223294732333,0.8753397679494962,0.9082730107629885,0.8477352822347801,0.9053685906731068,0.8795504669143525,0.8561494918825401,0.8628571229517118,0.9029639122508755,0.8838398645955081,0.886232901610057,0.8868307622834873,0.8785461125134643,0.8883172066258169
MH0011,0.9266368635704303,0.8899560618908108,0.9256276128100726,0.9118004480827429,1.0,0.9134190102049083,0.9381003483921148,0.9322294486635593,0.9053884682861134,0.933999257025554,0.9267616859580605,0.9253088866174388,0.9174662153874853,0.9238413270231282,0.9078775292567502,0.9212919022202957,0.9284184990701558,0.9255101898905406,0.9153130267458306,0.9233502550287633,0.9289725024881688,0.9234336355468766,0.9307816134748019,0.9323593588501775,0.9192286657669827,0.9354079913567451,0.9131779429711313,0.9240133431044749,0.9309871554373975,0.9157671285167892,0.9079386196582434,0.9163461447741499,0.9427060270763071,0.9242046100420971,0.9300377713667829,0.9255787445979948,0.9177612656099187,0.9112423477374009,0.9137143087742416,0.9125290288468438,0.913102665449734,0.920798547145714,0.9275921063357787,0.9231147146812605,0.9413634239703665,0.9020662881731115,0.8868826687137497,0.9215856648535437,0.9341336596917951,0.9230688416112877,0.9350395504457624,0.9398382034639903,0.9135277169863573,0.9313880764991694,0.9227061409328066,0.9229689561043455,0.9140242578180058,0.8870036984361479,0.8947646345810807,0.9335424575445304,0.9294772296441112,0.9254452311727625,0.9152540133584699,0.9281555665579551,0.9129124153893008,0.9349221482871999,0.928179981237959,0.9360876574410583,0.9047171142928195,0.9335872435092265,0.9100221515385396,0.9186987459337115,0.8741865335441223,0.9023679986757586,0.9159536846853257,0.9120775926959053,0.9230095935313262,0.9056689684409789,0.8845248282603979,0.9137667932393536,0.9135620766407978,0.9304000698825652,0.9133897741778633,0.8897249422991016,0.9107270296198124,0.9003706571516978,0.8824932144499632,0.8369258943119496,0.8648060624026129,0.9257432460296051,0.9243726464955748,0.8778929211078429,0.9184943246910937,0.9164808371513029,0.9192701504200333,0.8988449607506614,0.9209592251968262,0.9136587969292127,0.9246438863789438,0.8687675274793211,0.9142491263562563,0.8902762487511326,0.869950874329424,0.8860509213979908,0.9237081707215022,0.8836003878725436,0.9057899339601939,0.897050319128674,0.9143841538049567,0.9060784965816553
MH0012,0.8931302381175157,0.8708232978828315,0.8971628782685114,0.894194157318259,0.9134190102049083,1.0,0.9101566707143968,0.900251856105302,0.8913608357902449,0.902229622365511,0.9151853001814003,0.8872754261284727,0.8895125984652308,0.8868085495015446,0.8857990317215334,0.9028486987630537,0.9078679096959182,0.8980938215949092,0.8878534798514699,0.8940825307433431,0.9045869534681764,0.9084059549245072,0.9026138998308105,0.8919373784937704,0.8970242441974665,0.9130300892049319,0.8973388704038359,0.9035790527902767,0.9038478888707958,0.8904875212213321,0.8827699956398728,0.8823229960775366,0.9109664137554019,0.8914479397228916,0.8999704841983489,0.8987965596892024,0.9041592226191959,0.9017870024392273,0.9025708819628835,0.8909307326264313,0.883771503261023,0.8885774265404375,0.8882629740071217,0.902105728480969,0.9122175230497038,0.879799846112976,0.8765105828044847,0.8873429159398553,0.9029818770484173,0.8942305062230005,0.9023377256358682,0.9019392984290988,0.903680973729725,0.9025301493795198,0.8866397779757916,0.9061673740942001,0.8826742939249217,0.8637746606845935,0.8833769315064613,0.9088150847678425,0.9074254871147793,0.9047192747222864,0.8885254826287823,0.8952783041616061,0.8862098366225746,0.9016566291669869,0.9023340157258757,0.912444359715059,0.8794579448552375,0.9047135600240104,0.8987564845530768,0.9019074847323653,0.869819944602166,0.8808195372943289,0.8980959452637505,0.8834193417731317,0.8954861905411449,0.8752474727401967,0.8619390624177559,0.8868454275510879,0.8914212147115804,0.9047420098123636,0.8874036344303008,0.8658732542434735,0.8880042467436536,0.877425656520751,0.869074487864354,0.8146602281012123,0.8465255068263466,0.8976710001177807,0.8901961568568341,0.8692810847475483,0.8822733930628063,0.8975373275194235,0.8946753441828016,0.8814993973517915,0.8791992788231373,0.8730376391061325,0.9121489499336486,0.8381105598165061,0.881095783493699,0.8750609001966515,0.8423386351840795,0.8671509898624632,0.8859049471303415,0.8577600623287792,0.8833948646785091,0.8752048308799594,0.8814624658570555,0.8744412844881305
MH0014,0.9193885263208171,0.89009552969897,0.9304132703154535,0.91956219924236,0.9381003483921148,0.9101566707143968,1.0,0.9206294560301551,0.9165037107872793,0.9325175722731233,0.928005477278656,0.9290560091344578,0.9237930070071945,0.9145652340932142,0.9061535395839561,0.915274783935041,0.9322216664468349,0.9236175651867792,0.9320532187017079,0.9343598265710085,0.9248319905817128,0.929135896939662,0.9454574279961196,0.9335014147854467,0.9211780320432715,0.9288210903964685,0.9299664017127675,0.9281856066861809,0.9468056885027996,0.931962060695979,0.9202149654495345,0.9194409647393817,0.9420930887099621,0.9287319113544934,0.9323442994843364,0.9314575426310453,0.9261070932912728,0.918004944613701,0.9253004185793492,0.91673892491801,0.9138508310265604,0.9195806403375734,0.9212163709342331,0.9221380053982616,0.9321167268217143,0.911921802038412,0.8853335560243847,0.9168365273172955,0.9315304763372454,0.9188099551251012,0.9407501506881863,0.9319488437053239,0.9162774576997723,0.9346668147455074,0.9268630251230773,0.929493092499871,0.9240844739041011,0.9004295458966107,0.9042802100280882,0.9418839738256357,0.9361318065214367,0.9382496366835021,0.921303034877323,0.9276959245490847,0.9186234244068514,0.9392246580014184,0.923771594553082,0.9316875807583995,0.9134970645300824,0.9446488322837278,0.918689242544152,0.9224399868343481,0.8907875707923383,0.900093573407133,0.9213436865824048,0.9211546265598356,0.9258697050061372,0.9134326493988786,0.8930515828232384,0.9203083984994226,0.9279355239747912,0.9321030826149305,0.9202945096479987,0.8804604384043375,0.9101152517006024,0.8985319980958392,0.9005992214912265,0.851923337156849,0.8700444820883553,0.9340102304519682,0.9220857492201964,0.889000929342084,0.9213875295180802,0.9130792812109456,0.9229123990621945,0.906146895738608,0.921189314782593,0.8985779983952991,0.928032467451593,0.8647541089172613,0.9111404799937272,0.90249962183769,0.8646193032912722,0.8897871002914868,0.9215836781992757,0.8957548708418482,0.8996633240013581,0.9112797031536758,0.9036919371877481,0.8950752336469461
MH0016,0.9191911629660671,0.890387003120627,0.9129616745719992,0.8939363841216005,0.9322294486635593,0.900251856105302,0.9206294560301551,1.0,0.9163014591724419,0.9192502999299101,0.9293535421576128,0.9142939417616629,0.921607811770561,0.9270314481481616,0.8943338802317711,0.9026740630264972,0.9120309493823717,0.9175921156515235,0.9161079303893788,0.920995887436857,0.9124265889472112,0.9161047951208554,0.9313096095382575,0.9245869526317112,0.9160013993624438,0.9241566661804479,0.9040408752204371,0.9155968134234518,0.9228040209719981,0.9266826444278353,0.913301379445855,0.9132813055165109,0.932867271247594,0.9154762607603123,0.9151202886581455,0.9191690041308407,0.913265910909405,0.8962589247554006,0.9059324993560773,0.9071127650008115,0.9045603453719385,0.9295761562485156,0.9230449958249528,0.9109287278553534,0.9150598317898623,0.9029340840301355,0.8853116091807112,0.9120785941768883,0.9348043126962584,0.900982386214567,0.9154296783549888,0.934803202568795,0.9143340205979793,0.924441513040066,0.9184536254898898,0.9134233136120967,0.9123994737856229,0.8828822717925323,0.9048548632050607,0.919221377799578,0.9277085581783666,0.9108163353896894,0.9080282365450738,0.9158889213365847,0.9230341074395834,0.9237165291442706,0.9206436641213283,0.9275167216403895,0.9185779807587433,0.9276872963532369,0.8979943178174472,0.9040573036760129,0.8711160832147423,0.8984415921281967,0.9050602427949934,0.9019945762727827,0.9078266753983315,0.8974239300072226,0.8896680235619825,0.9150404053389757,0.9161328655179704,0.9193079706629418,0.9147004405009173,0.8876577805640987,0.8860415702715753,0.9016656765620313,0.9039462993493035,0.8421517955143899,0.8768489391734284,0.9076001432163195,0.9225128657699191,0.888840161853425,0.892920854907526,0.8997420638383762,0.919775070814283,0.9115779665506795,0.9084443682390967,0.9073834473005542,0.9168570572623105,0.8665647988134353,0.9037293592086468,0.8873477157865493,0.8714341933745027,0.8868627466380302,0.9112889736903385,0.8760468294430244,0.8983529605165141,0.9125336485694908,0.8972578706009056,0.9026993548903545
MH0020,0.9225173833374429,0.8917276258984057,0.9123123607205444,0.8873393258621546,0.9053884682861134,0.8913608357902449,0.9165037107872793,0.9163014591724419,1.0,0.9221666715835138,0.9133892359512144,0.8966640177179285,0.9183023808413789,0.9172577706797017,0.8875102292316757,0.8905423317925651,0.9063637165098337,0.9078285137415539,0.9106713639032112,0.917626869193011,0.9089862625161511,0.9172343518767851,0.9165818482874624,0.9034801935674884,0.9191163176440961,0.9156625694247393,0.9061538295700756,0.9183608012896587,0.9336725201562261,0.9136548253551141,0.9004150182364702,0.9230435743355357,0.9240020364412925,0.922888497348842,0.9083852727493509,0.9132035797937033,0.9000591606535006,0.8955315409687317,0.9091850728385563,0.8964012415704248,0.8924602933467153,0.9201003947041675,0.9126684601537427,0.9054044915833488,0.9109080407110103,0.9138055338797306,0.8988579390265808,0.9008752121109399,0.9139641106219718,0.8929928667388038,0.911397257770065,0.9255557508117811,0.925486534522997,0.9142826771939573,0.8990353257306375,0.900970255398112,0.92316206250046,0.8827286291520845,0.9229888140170794,0.9123726618203822,0.9166972346761277,0.9128358514617028,0.8991214362177631,0.906700971400285,0.9095778117263411,0.9108007865326956,0.9102102609396721,0.9215152295314367,0.9082025118494913,0.9312913992285072,0.8963725806380021,0.9029811003481099,0.8845365300116692,0.8900439798436904,0.89379022290308,0.9085703708499708,0.8986015495056238,0.9000372163388775,0.9077808204108175,0.9007800496990732,0.9255596577849358,0.9208778760165046,0.9183492356976545,0.8802856032957197,0.8835810652651698,0.8999432540149839,0.9121633695829231,0.8583196789724313,0.8914599782518942,0.8974168536296134,0.9044083988343532,0.9192666372323663,0.8832624132699021,0.8998662590067027,0.9250549334969692,0.9134044551625526,0.8957214785510597,0.8910234518147466,0.9052453415077425,0.8859595456383779,0.8926411027033708,0.903173517046379,0.8709949342059973,0.8915206098192434,0.9039074873279415,0.8868992867744087,0.8891508608466031,0.9153067140855804,0.8908362417557882,0.8834861819456999
MH0021,0.9198638188701097,0.8934514677312687,0.9203216318376625,0.9030684814252076,0.933999257025554,0.902229622365511,0.9325175722731233,0.9192502999299101,0.9221666715835138,1.0,0.9337610074974507,0.9225722307705932,0.9286859862798053,0.925087891333591,0.9079132828587569,0.9097824188104673,0.919207713782379,0.9193035250528379,0.924081066510577,0.9216911045500407,0.9159449876476075,0.9311328425682079,0.9240915002797724,0.9269593608251028,0.9271292614193077,0.9311546887044972,0.9189441566612757,0.9196622297121251,0.9296331565233932,0.9239698762300382,0.913022901611158,0.9141804661267452,0.9389194908347622,0.9434977541945606,0.9197935071964805,0.9350348333988843,0.9203817577413957,0.916278196191428,0.9269042314897693,0.9099804666835012,0.9113798226849112,0.9183869943892894,0.9256210020548337,0.9249310067466626,0.9279991387537219,0.899224330417633,0.8996044649244979,0.920226156338019,0.9268371957401622,0.9102755757971517,0.9371598255721834,0.9453918664614873,0.9207545799747525,0.9277398711537864,0.9142727280089847,0.9161926478576258,0.9188462482534123,0.8939642148487222,0.9023678060231332,0.9348513305836808,0.9391696385623388,0.9272971473190489,0.9297297249563463,0.9277217495529907,0.9190911795338066,0.9287480694801412,0.9236218030334825,0.9271371467289586,0.9182887480651628,0.9393168338016166,0.9008152396630863,0.9138305582858682,0.8873884509857771,0.8966358680224377,0.908044923573332,0.923706456667803,0.9122628128533966,0.9134450337962324,0.8861137212812572,0.9101604907094605,0.9242825246201917,0.9279809149849694,0.9123293606543788,0.8806067811602089,0.9006914273538171,0.8965140210660062,0.8892919875199417,0.8388529338050426,0.8772206860304741,0.9204548488388629,0.920949406946846,0.9011485860858492,0.9012475909305321,0.9042870180928257,0.9100390120565387,0.8979124510093737,0.9083887500839749,0.8880194309384247,0.924645219061578,0.8660467830995779,0.9046901865852982,0.8981524325762495,0.8608155505980974,0.9007626755517331,0.9085877699206094,0.8840409166356353,0.9009170969892875,0.9197539702346031,0.9072904076517982,0.8996140711542883
