Row,MH0002,MH0003,MH0006,MH0009,MH0011,MH0012,MH0014,MH0016,MH0020,MH0021,MH0024,MH0025,MH0026,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,O2_UC_1,O2_UC_11,O2_UC_12,O2_UC_13,O2_UC_14,O2_UC_16,O2_UC_17,O2_UC_18,O2_UC_19,O2_UC_20,O2_UC_21,O2_UC_22,O2_UC_23,O2_UC_24,O2_UC_4,V1_CD_1,V1_CD_11,V1_CD_12,V1_CD_13,V1_CD_14,V1_CD_15,V1_CD_2,V1_CD_3,V1_CD_4,V1_CD_6,V1_CD_8,V1_CD_9,V1_UC_10,V1_UC_13,V1_UC_14,V1_UC_15,V1_UC_17,V1_UC_18,V1_UC_19,V1_UC_21,V1_UC_6,V1_UC_7,V1_UC_8,V1_UC_9
MH0002,0.616055034355117,0.00746955698557436,0.00690896081286313,0.00611481156361689,0.0113894526405512,0.00753062682402944,0.00818127750926038,0.0167777807642303,0.00590858245010191,0.0114825407034812,0.00787407435052744,0.0085622182110182,0.00851010095473765,0.0219961517885051,0.00488922297172837,0.00380386770893017,0.00620124674142007,0.00722688420447925,0.00728872887836134,0.00615314234091135,0.00874496593182158,0.00708562236485461,0.0177438134745916,0.0195875567486345,0.00883321729225078,0.0120145631050971,0.00379638431901148,0.00626879334532236,0.00761662867415799,0.0113461835415709,0.0139012705900259,0.00697907378125768,0.0138726340361832,0.0111748387358964,0.00666551702624035,0.0115388992434684,0.00585201682822041,0.00488039933952924,0.00813134910808874,0.00753918584917109,0.00669255799565598,0.0139140272974111,0.022680173179959,0.0121797087874842,0.00738336947160584,0.00676511116563298,0.00878452007038307,0.00592066525439426,0.0139608919820131,0.00420888535827866,0.00734948275845516,0.0146722076106145,0.00529846128255346,0.00724720557343326,0.003880763595073,0.00765597989737941,0.00803360519501819,0.00552911597863286,0.00459728225893875,0.00762496541996038,0.00992055416598814,0.00674576075918037,0.00527675578796476,0.00696497961330405,0.0105801420493437,0.00925480237369935,0.0128449035910093,0.0103316784210192,0.0164838558472708,0.0115767450813302,0.00725532130715827,0.00663155461123277,0.0070045624404427,0.00555469588587498,0.00578913491437003,0.00875759411278435,0.00599885501401727,0.00663930769256574,0.00515356315295991,0.0124078103086968,0.00843482692732521,0.00764056771987859,0.00719506428497424,0.0153767824413409,0.00329949113596323,0.0075734223220067,0.0045085606563577,0.00407316498288083,0.00515770737360387,0.00761166973816228,0.00916151797106215,0.00545349623773467,0.00347763777685289,0.00837246539534385,0.00530355648152369,0.00671454232874031,0.00705247023645827,0.00991573122299765,0.00749479644849422,0.00665375861315959,0.00476406438220964,0.00423127125937062,0.0125829058062385,0.00624736226089682,0.00772429932291882,0.00624332826560361,0.00870798600337739,0.0126546900462589,0.00776908675978849,0.0112425013101575
MH0003,0.00746955698557436,0.640458966011768,0.0045862506125864,0.00276953740552465,0.00615631138524341,0.00771666534072992,0.00579369822607952,0.00556618100665389,0.00771296447542314,0.00669139569562211,0.0119516357704648,0.0046586991519076,0.0112502994620603,0.00583880698585097,0.00402966485881109,0.00251943951477676,0.00468260534495002,0.00589340800603912,0.00463191351309595,0.00527499763168674,0.00723101274169347,0.0123896101158562,0.00443586124391507,0.00550991821185594,0.00957147139032391,0.00638274166669961,0.00370180097705766,0.00654331278474269,0.00563698955322835,0.0129486852484587,0.00510384810540909,0.00550594447355061,0.00603553520370279,0.00902633890893477,0.00472197977960215,0.00581846759239983,0.00451616008752129,0.00392278615091348,0.0122622660211446,0.00468904733784807,0.00394710408116601,0.00838867724324581,0.0059725703448626,0.00615141225604745,0.00683977188598162,0.0076864328348052,0.00947952974714347,0.00390735175699378,0.00656858425749667,0.0036425900951295,0.00716095056229806,0.00704666675528153,0.00950914847223658,0.00554530855760439,0.00354013847902521,0.00793285453538585,0.0102945498081395,0.00828043104068156,0.0088398106021096,0.0110819057100061,0.00776587329269829,0.00557427410992142,0.00448141407439431,0.00625972741593719,0.00893190097976676,0.00613141081145304,0.00532700274926408,0.0107947944578943,0.00521264957965279,0.00648103156232992,0.0272862141374858,0.00502950144292486,0.0158220863092573,0.00490567805632807,0.00450430903715903,0.00520595080586246,0.0040038710285146,0.00530480708840312,0.00859101377201069,0.00531895509254963,0.0125370198734699,0.0122043569146105,0.0110750348356685,0.00641072371153749,0.00272711731847337,0.0226064124158927,0.00629210770174522,0.0321779127571197,0.0175934874852474,0.0069574922358258,0.00635225961387251,0.00770328258512873,0.00256603090771978,0.010687684426186,0.00764247047122211,0.00726935514225828,0.00569889708383186,0.00460335882430834,0.0069986740721176,0.00580354171511749,0.00319233037980005,0.0118942515801466,0.00480793360007741,0.0130005219706126,0.00602503141369885,0.0240935057074949,0.0149090299082265,0.00636931571561542,0.00548202067228089,0.00440077575537445
MH0006,0.00690896081286313,0.0045862506125864,0.621525548208179,0.0275237232846474,0.00559345974496263,0.00452322076714162,0.00715194976115341,0.00388531577731088,0.00386693508252249,0.00668975904697812,0.00478843633605487,0.00778920207959685,0.00475004049483079,0.00517810200961331,0.0271176530445833,0.0282170812651918,0.0205186270549252,0.00504357202756451,0.0138019163308495,0.00498807063297155,0.00510628583386069,0.0045148536437707,0.00395834946794842,0.00481505006062876,0.00446613513374398,0.00497239386661033,0.00414520746251347,0.00376589156303104,0.00940823436681085,0.00422440094310806,0.00644008058915097,0.0152538968080683,0.00490953108434064,0.00646352297196712,0.018506421888441,0.00491672297355715,0.0229155044534531,0.0285634969347537,0.00473439732794895,0.0105641919888257,0.00819149402403533,0.00503463804705104,0.00556369759273635,0.00759504552548153,0.00846676517956876,0.00498914502263037,0.00393843141778785,0.0308732910200221,0.00485385215224577,0.00702704264895402,0.00590818753339634,0.00530404776080001,0.00239708297488165,0.0111984410029467,0.00771645994345823,0.00510176650152553,0.00693806845492496,0.00754658953703151,0.00210696722346881,0.00476920316812243,0.00540066104159847,0.00614372759218488,0.0269440659744606,0.0110570976632467,0.00483335614500748,0.0045941716923884,0.0105336954272893,0.00515443907867571,0.00774739160342621,0.00522077145551955,0.00473463954732672,0.00773526670188399,0.00508515900561986,0.021585526932561,0.0131031136880849,0.0113626220412477,0.0271910354735664,0.0157326567721563,0.00387325432843703,0.00797400676235914,0.00476144304760294,0.0049592846067161,0.00410897515503039,0.00624704139814127,0.0211315942190303,0.00433610819300869,0.0025301490529641,0.00347839658086194,0.00414041700902476,0.00509633468434509,0.00486910145957942,0.00421877890644687,0.0262256525238233,0.0048386869305841,0.00276335041423608,0.00446751543608212,0.00636081635354369,0.00294251808916991,0.00513146913737349,0.0026893837080269,0.0222285987274269,0.00239972040217959,0.0048606391406043,0.0044484370875103,0.00783707448664352,0.00743392970535258,0.00480083970426119,0.00714673742057819,0.00389256146066065,0.00387533297828117
MH0009,0.00611481156361689,0.00276953740552465,0.0275237232846474,0.650610833433119,0.00697659153776382,0.00699909905967476,0.0111269449959512,0.00337825268140958,0.00223416403273566,0.00402454680262877,0.00294048714943203,0.0114496045598825,0.00311204748470955,0.00631173301156826,0.0310540275997317,0.0490817692440449,0.026697080854474,0.0031152276033332,0.0113120830037682,0.00338753749439311,0.00308589141748314,0.0026914010559422,0.00379772615649567,0.00351035559291684,0.00274846257236955,0.00280753827460733,0.00374882979900443,0.00285781298284557,0.00438934932889426,0.00256027829707493,0.0050889937264417,0.00886294653673904,0.00296261763984649,0.0043573047458212,0.0210519887861626,0.00284047786561666,0.0218566902567095,0.0339636831098121,0.00283041234672582,0.00674812140483813,0.004067939218097,0.00301354793154698,0.00607562694619793,0.0107412010028427,0.0088501891243061,0.00302284569158705,0.00235866756548489,0.040845246126148,0.00288755295327425,0.00741509222956766,0.00443138880935343,0.00323220674937684,0.00199693822364875,0.00418109747702287,0.00716654541177315,0.00372094252313816,0.00430816289764919,0.00556921731830138,0.00177018124783032,0.00298340000271839,0.003239029890453,0.00395613467104365,0.0251519966259452,0.0113113857053327,0.00317751501129297,0.00278198297073052,0.0154798599647025,0.00304452255092399,0.00704098020986789,0.00330737369553037,0.00287585215836688,0.00543772354986207,0.00308711198612983,0.0223302046048518,0.0087378860774309,0.00629963826472542,0.0270727467601674,0.010433748750768,0.00220729088119774,0.00563181787635529,0.00285766990992395,0.00302235245015843,0.00236604947281585,0.00424349646415905,0.0223802830079369,0.00262821774564071,0.00211965227742954,0.00287474743285507,0.00243496827576163,0.00352496586334461,0.0028840372052489,0.00240572424658341,0.0251900231299376,0.00286686881978648,0.00218797333586105,0.00269581688236627,0.00417568197908843,0.00264734862699513,0.00320057265723967,0.00230495138637655,0.0138099760734913,0.00191506336573224,0.00370771609162789,0.00264099271264053,0.00359366966129313,0.00547531695192235,0.00280105689220696,0.0044617133980835,0.00286887560534039,0.00332680393110206
MH0011,0.0113894526405512,0.00615631138524341,0.00559345974496263,0.00697659153776382,0.618191762447679,0.0130176291148519,0.0096547878419829,0.0276079202585033,0.00526094394393794,0.0121572443017805,0.0111721935986317,0.0146142431795962,0.00801016325745656,0.0202662877406618,0.00436247077755345,0.00333892107681098,0.00651148724669127,0.00799248506047898,0.0053801794336836,0.00695935135683461,0.00847598221275098,0.00701962012917503,0.0105679836125379,0.0100295549448314,0.00751063178584721,0.0149419602662361,0.00475306387941892,0.00748087050469965,0.00875386579090801,0.00652101888977385,0.00713992431924205,0.00568183754303272,0.0133617738853462,0.0118990535844493,0.00699264553221323,0.0104052073485499,0.00496446425134358,0.0043510835967335,0.00745801082664826,0.00611467159937789,0.00726576870689074,0.00981650842143042,0.0131698593772461,0.0113509852736265,0.0165149173207873,0.00609843535945831,0.00560951656489386,0.00442296905171492,0.013368042875055,0.00638988049227645,0.00930480696867231,0.0129098398481298,0.00358302808841993,0.00999825670738146,0.00397247075576805,0.0144911259798428,0.0077359851304867,0.0053680541261087,0.00276050716974053,0.00820707967698877,0.0135764255728168,0.0081981632627534,0.00472211094830443,0.0115436051549457,0.00805125726207542,0.0116773934370661,0.0126020064099861,0.00999437201820737,0.00758922535044708,0.013248989695452,0.00780148442281395,0.00625210954254535,0.00666011538899174,0.00498185533659211,0.00536164492993463,0.00671197089983761,0.0044518678077883,0.00543412360679275,0.00457410471409879,0.0074123234345749,0.0068389258059045,0.00779345326157027,0.00543096884588271,0.00897497624824349,0.0028204308905351,0.00613676157596167,0.00344977025398023,0.00372397792522087,0.00480799894894952,0.0139793078899728,0.0197932354572429,0.00498842701187634,0.00291341604337362,0.00858194795903611,0.0092792327420791,0.00555588734082775,0.00652785116791883,0.00799852342037106,0.00775930771056496,0.00399989509986013,0.00392598830438626,0.00340592458910805,0.00539497400822473,0.00560662143922582,0.0128753010116399,0.00595886938500265,0.00929475642162949,0.0101808340360101,0.0138742214333048,0.0109039931826702
MH0012,0.00753062682402944,0.00771666534072992,0.00452322076714162,0.00699909905967476,0.0130176291148519,0.63748056276721,0.00962873977000074,0.0103954971777618,0.00454317351160684,0.00997446081957007,0.0149354098946358,0.0100031140466628,0.0108739029934567,0.00925823973709497,0.00322657690056204,0.00311878073175558,0.00521885797119799,0.00769509691645042,0.00490408158670338,0.00762105689223958,0.0113349429820821,0.0139581023342457,0.00766835999160089,0.00740745304730221,0.013073299167973,0.0127484630109691,0.00723735819601986,0.0120934157938569,0.00747374262805927,0.0085292522482586,0.00591129384592601,0.00500170339312088,0.0113740388555998,0.00933623932173228,0.00594693452849459,0.00821997339268582,0.00409924197448667,0.00320669101885241,0.0137042274208601,0.0055299235053072,0.00532912837091003,0.00780878933347592,0.00930451376340407,0.0111466350673335,0.0163398586397295,0.00658215182531077,0.00529023709337411,0.00325085169225242,0.0110643407451479,0.00740015147666816,0.00682287687803401,0.0124592966330744,0.00664153294657706,0.0067983837603013,0.00565976687698759,0.00824102377728289,0.00647534081138805,0.00539294613691283,0.00436660923195315,0.00818501088401339,0.00856884191427111,0.0107015705397803,0.00359534872131648,0.00765925003947116,0.00718977398134041,0.00974085076926069,0.0119997935469927,0.00802685663014502,0.00627147658650071,0.00948436694981762,0.00795390996714149,0.01188310087584,0.00804111145591581,0.00447277581297668,0.00892319856986989,0.00973670944428945,0.00326190153575505,0.00513033178783216,0.00330765650309769,0.00707136627266553,0.00623900424877789,0.00895539716848416,0.00537898539172632,0.00509969219453916,0.00292985886861727,0.00825454048635909,0.00353433501018068,0.00429927593691066,0.00381193976324246,0.0092629727580437,0.00617994594013395,0.00382829597010882,0.00285524396109067,0.00832541641813375,0.00552051028882353,0.00439157310192332,0.0057302715445875,0.00470839995621212,0.0131987399618394,0.00343881139468063,0.00567972298296564,0.00697365584522744,0.00553862662390066,0.00743960277350891,0.00604497956829416,0.00669884062329198,0.011387117258567,0.00651941952100862,0.00567701251343434,0.00571025116441761
MH0014,0.00818127750926038,0.00579369822607952,0.00715194976115341,0.0111269449959512,0.0096547878419829,0.00962873977000074,0.620012653653642,0.0070662294707896,0.00543110369263144,0.00997713603348632,0.00642161640475652,0.00868121935109164,0.00633067314329885,0.00857860452232105,0.00652629265601571,0.00685122735689801,0.0102489992606038,0.0122954148617354,0.00660938941406145,0.0144055118375868,0.0112248257288115,0.00628834573884046,0.0157733785955768,0.00957084528152766,0.00900406269259461,0.00922016426044057,0.00785904438265008,0.00787762519748504,0.0125709138862911,0.00582318634383473,0.0080056660287878,0.009568020964389,0.00897978354233059,0.0101015320993159,0.00741387443065643,0.0121382904942117,0.00655171828989503,0.00681416522451409,0.00638268491379927,0.00695270138839442,0.00778322190778178,0.0113087628000259,0.0102979606182625,0.00798972494726893,0.00762379135668848,0.00646052115075701,0.00554197286173384,0.00705513145803474,0.00893462829730991,0.00860117927565033,0.0151214899104884,0.00997596444334669,0.00307624013267208,0.012066645289202,0.00595067841363406,0.0136066426626675,0.00665374985548553,0.00654667028953972,0.00258447886793631,0.0114620317089171,0.0127335626262868,0.01212284346639,0.00664465997749361,0.0141433779652066,0.00756683927250478,0.00949717596841695,0.00896511474405989,0.0106273861899678,0.00753703459880234,0.0201318766829991,0.00711793566667694,0.0133018750022288,0.00628353778977601,0.00636822603616304,0.0103336956966841,0.012425921382138,0.00616051363178998,0.00652018278590731,0.00430408503146748,0.00953960862181935,0.00654706329694143,0.0107836436150455,0.00503498007994894,0.00709492386481829,0.00429185539022863,0.00569553331772008,0.0029523867706994,0.00363691688860843,0.00462877766191445,0.0132785820803308,0.00864085111629151,0.00492032279423602,0.00469301784163659,0.00769731464847818,0.00414100859148609,0.00546950759416712,0.00641231339318439,0.00414471320325786,0.0115024025360891,0.00318425914233369,0.00633897804507795,0.00291987943115685,0.00607708317074261,0.00506398573054763,0.00609279585206367,0.00631670153432304,0.00734778545847862,0.00967218707092724,0.00747268220548458,0.00661761744355637
MH0016,0.0167777807642303,0.00556618100665389,0.00388531577731088,0.00337825268140958,0.0276079202585033,0.0103954971777618,0.0070662294707896,0.635046160588781,0.00452733475749165,0.0111043105905356,0.0104008695270542,0.0103254390343291,0.00818603725249516,0.0303118297369756,0.00301727320743442,0.00261726135129485,0.00551517609500028,0.00672433537564631,0.00383938893716601,0.00537718051596616,0.00839947094288808,0.00731867171817394,0.0105667951778839,0.00913566143580819,0.00660388888183471,0.0154615978239522,0.00419854172253881,0.0109324298114349,0.00684203558999008,0.00587810450881304,0.00596258972469814,0.00461671087955863,0.014568974822404,0.0102302869432802,0.00448378950523779,0.0108201353207074,0.0034566383626996,0.00297702771193291,0.00770446886114193,0.00443436963354038,0.00727313287820769,0.0106901134831169,0.00997061371879744,0.00678512780033409,0.0110932182151288,0.00517977343543603,0.00519143770837502,0.0029859684007051,0.014565336675928,0.00419207744975068,0.00835146178116387,0.0146079776125738,0.00371697503429529,0.00809816476057636,0.00310753617760777,0.0119380515289493,0.00673507433380809,0.00376421461135438,0.00307638398733874,0.00781808428444647,0.0148236844612251,0.0068851405509386,0.00336760330770588,0.00633643501994475,0.00892364251058082,0.0124830979183798,0.00605882919249477,0.0100609873924046,0.00603813981429816,0.0109271723895055,0.00736167507024245,0.00473898396724135,0.00598628833301397,0.00371847443107079,0.00378918350548236,0.00543564254953445,0.00301680981493655,0.00431044639779503,0.0038034982933946,0.00611424571464279,0.00638626628422837,0.00816946124049209,0.00509429981883487,0.0106528659610235,0.00240144557201126,0.0053073047477556,0.0042144320680006,0.00362945467745355,0.00379280583105431,0.0113957786607394,0.0230844530234272,0.00399204202024913,0.00238130457195399,0.0086244177801793,0.0105931388379728,0.00478627809192273,0.00725978033551839,0.0139453298434809,0.00610161996750466,0.0069927569660074,0.00333281658585237,0.00378809646683917,0.00675390033631163,0.00496275440186826,0.0132197381612243,0.0047174904084712,0.00951827622561282,0.0086998883902579,0.0147785736195374,0.0142866450157675
MH0020,0.00590858245010191,0.00771296447542314,0.00386693508252249,0.00223416403273566,0.00526094394393794,0.00454317351160684,0.00543110369263144,0.00452733475749165,0.644829540857352,0.00690156733302585,0.00746948801236396,0.00379027626974564,0.0102225562782898,0.00577718309581969,0.00344776683096576,0.00210333629412657,0.00397568202685992,0.00448180766744401,0.00390205322897797,0.00395260776407526,0.0056017099270825,0.01152516669438,0.00459857292945962,0.00521630807981631,0.0112297569019168,0.00645787044065741,0.00254312742452986,0.00353026398677084,0.00446333944547409,0.0144055079879262,0.00446189810276296,0.00949338089692552,0.00574249935755211,0.00999151597441401,0.00399581725965658,0.00568561436344828,0.00374238491942735,0.00340671262337875,0.00755038950782703,0.00391840102751844,0.00334224613017027,0.00695972074536319,0.00543581312554011,0.00468856774873709,0.00488416730687677,0.0179695723660578,0.0149391376321222,0.00339775724112213,0.00631984701369255,0.00253070435052256,0.0057186396176012,0.00679564497797268,0.025728296376827,0.00439557396945408,0.00238585341889275,0.00618069210132469,0.00806038075498826,0.00401028801041688,0.0289071714695854,0.00632938646995966,0.00658763295036659,0.00456958704110345,0.00376029827031853,0.00525614932573359,0.013056718950132,0.00526373958471617,0.00462222452239862,0.00805625978141475,0.00478721164271423,0.0108408528389931,0.00654134003303642,0.00416395506857455,0.00876257850596978,0.0038027449381687,0.00388002308484634,0.00445100893686624,0.00348269879586703,0.00438349147289017,0.0203301689771409,0.00542556297912722,0.0153645321982419,0.0110363035087512,0.023018637546742,0.00596731675606256,0.00208961716765024,0.0127939588080774,0.0201359207398512,0.0115234593371589,0.0182898704374787,0.00555360616779516,0.00573361556340226,0.0296123612219096,0.00206467770480806,0.00736879367356692,0.0148103602630365,0.0139668455562229,0.00360844120660482,0.00789739702037446,0.0066679918076149,0.0144058262813508,0.00269321190552275,0.0221726567216335,0.007417197914549,0.0117728135721626,0.00391133395549675,0.00541970374149029,0.00690781863786862,0.0058917594445032,0.00451642049941578,0.00411029753668381
MH0021,0.0114825407034812,0.00669139569562211,0.00668975904697812,0.00402454680262877,0.0121572443017805,0.00997446081957007,0.00997713603348632,0.0111043105905356,0.00690156733302585,0.604090491086985,0.00983636575310511,0.00873167636244353,0.0104960053904635,0.0114038352371382,0.00634386223570467,0.00431259290252079,0.00594648623069242,0.00862471327115472,0.00675794980832495,0.0070768757353019,0.0122565717181819,0.0104071040046832,0.0114886928402897,0.0115072121066849,0.010346415582884,0.0273126560402602,0.00517942763434126,0.00897078400023258,0.00826091333018707,0.00822680613071102,0.00790801544154406,0.00799245290979997,0.0198596629593016,0.0266308715949979,0.00677820265184325,0.0166679338042362,0.00675438566192901,0.00625281329454627,0.00818470412470597,0.00633585978809628,0.00799507244116978,0.0162030422699272,0.0151577955488685,0.00739996296697399,0.00734253342089696,0.00904963980297771,0.00688587091590694,0.00616651368207551,0.0203398108417205,0.00450650031022458,0.00887374175302499,0.0324154851889564,0.00431213400517288,0.00715354089415307,0.00538002437911085,0.00853269939295296,0.011506088193476,0.00573751004580671,0.00298599024899479,0.011405112204334,0.023260974474131,0.0101297704142839,0.00686478164570829,0.00991068416147102,0.00995850725546368,0.0180295768145042,0.0071736990405132,0.0169726827997751,0.00835804171066284,0.0233616231886949,0.00916101599527716,0.00652109728615333,0.00956599243837163,0.00539199717114645,0.00655135865002412,0.00959010840068307,0.00633548929716279,0.00756095953064949,0.00483277710334675,0.00827747262294414,0.0112841343022871,0.00929641333044011,0.00666893588822005,0.00867607013680807,0.00531903788151408,0.00679831598400672,0.00361765773692481,0.00418824292572683,0.00527364418472736,0.0111541856537463,0.0101800368097516,0.00557622442066107,0.00513443256622093,0.0114270271596751,0.00539821010611938,0.00639895087467404,0.00561885205371135,0.00472128746187772,0.00815339325017122,0.00351224854107584,0.00498464330277211,0.00411401162126781,0.00576860996726924,0.0069954131755908,0.00647921521240594,0.00775428020345314,0.0164292044584782,0.0135596750027219,0.00902120720002246,0.0076363884401229
